Processor Pool Total: 1140161264 Used:  255172304 Free:  884988960
reserve P Pool Total:     102404 Used:         88 Free:     102316
 lsmpi_io Pool Total:    3149400 Used:    3148568 Free:        832

 PID TTY  Allocated      Freed    Holding    Getbufs    Retbufs Process
 520   0        448       8632      29944          0          0 AAA SEND STOP EV
 521   0          0          0      53944          0          0 Test AAA Client
 522   0    4058224      41216    4058952        258        226 EEM ED Syslog
 523   0     388144       5680     424408          0          0 EEM ED Generic
 524   0      14280       5680      50544          0          0 EEM ED Track
 525   0      14248       5680      50512          0          0 EEM ED Routing
 526   0      14728       5680      50992          0          0 EEM ED Resource
 527   0     196840          0     238784          0          0 BGP Task
 528   0          0          0      53944          0          0 IKEv2 FlexVPN Pr
 529   0       1824          0      31768          0          0 IKEv2 Cluster Lo
 530   0        448        448      29944          0          0 MCPRP UTD Timer
 531   0          0          0      29944          0          0 Syslog Traps
 532   0       9024        448      62520          0          0 ISG MIB jobs Man
 533   0          0          0      29944          0          0 Policy HA Timer
 534   0        448        448      29944          0          0 DAPR RM PROCESS
 535   0       2464        448      31960          0          0 DAPR RM RCV PROC
 536   0          0          0      53944          0          0 DAPR FNF Collect
 537   0          0          0      29944          0          0 ISSU Utility Pro
 538   0          0          0      29944          0          0 IOSXE-RP Virtual
 539   0          0          0      29944          0          0 IOXNSE IPC Msg P
 540   0          0          0      29944          0          0 IOXNSE IPC Msg P
 541   0          0          0      41944          0          0 BGP BMP Server
 542   0          0          0      29944          0          0 IP SLAs ICMP Jit
 543   0          0          0      29944          0          0 IP SLAs Jitter E
 544   0     594272      47664     546608     132294     132294 OSPF-1 Router
 545   0       6648        896      35696          0          0 CTS credentials
 546   0      28624       2488      80080          0          0 RBM CORE
 547   0          0          0      29944          0          0 trunk conditioni
 548   0       6240          0      36184          0          0 trunk conditioni
 549   0          0          0      29944          0          0 IP SLAs Ethernet
 550   0      14728      11760     104912          0          0 WSMAN Process
 551   0        408          0      30352          0          0 Online Diag CNS
 552   0        408          0      30352          0          0 Online Diag CNS
 553   0      30704        936      44376          0          0 DCM snmp dp Thre
 554   0       6288        464      35616          0          0 snmp dcm ma shim
 555   0      33800      21080      58240          0          0 Bulkstat-Client
 556   0       6752        464      36072          0          0 dcm_expression_p
 557   0    1576024      38352    1568184          0          0 EEM Server
 558   0     256768     120568     219472          0          0 Call Home proces
 559   0      35744       1048      33704          0          0 Call Home DS
 560   0       3264          0      33208          0          0 Call Home DSfile
 561   0      16376       1776      56544          0          0 EEM Policy Direc
 562   0      12824        568      66768          0          0 XOS async sync X
 563   0      15008       6248      51272          0          0 EEM ED CLI
 564   0      14128       5680      50392          0          0 EEM ED Counter
 565   0      26120       7272      60792          0          0 EEM ED Interface
 566   0      14056       5680      50320          0          0 EEM ED IOSWD
 567   0      14088       5680      50352          0          0 EEM ED None
 568   0      31328      22576      50696          0          0 EEM ED OIR
 569   0      15168       6392      50936          0          0 EEM ED RF
 570   0      14056       5680      50320          0          0 EEM ED SNMP
 571   0      14056       5680      50320          0          0 EEM ED SNMP Obje
 572   0      14248       5680      50512          0          0 EEM ED SNMP Noti
 573   0      81560      70224      53280          0          0 EEM ED Timer
 574   0      33008      23880      51072          0          0 EEM ED Test
 575   0      14056       5680      50320          0          0 EEM ED Config
 576   0      14056       5680      50432          0          0 EEM ED Env
 577   0      20352       5680      56616          0          0 EEM ED DS
 578   0      55232      22976      74200          0          0 EEM ED CRASH
 579   0      22632       5680      58896          0          0 EM ED GOLD
 580   0     138864     138864      53944        304        304 Syslog
 581   0          0          0     105624          0          0 PnP-Monitor
 582   0      13120       9016      34048     289226     289226 OSPF-1 Hello
 583   0       3008          0      32952          0          0 qos_mon_periodic
 584   0      14104       5680      50368          0          0 EEM ED RPC
 585   0      14056       5680      50320          0          0 EEM ED Ipsla
 586   0          0          0      29944          0          0 VDC process
 587   0          0          0      29944          0          0 IPC ISSU Version
 588   0          0          0      29944          0          0 IPC ISSU Version
 589   0          0          0      30064          0          0 IPC ISSU Version
 590   0          0          0      29944          0          0 IPC ISSU Version
 591   0          0          0      29944          0          0 IPC ISSU Version
 592   0          0          0      29944          0          0 IPC ISSU Version
 593   0          0          0      29944          0          0 IPC ISSU Version
 594   0          0          0      29944          0          0 IPC ISSU Version
 595   0          0          0      29944          0          0 IPC ISSU Version
 596   0          0          0      29944          0          0 IPC ISSU Version
 597   0          0          0      29944          0          0 IPC ISSU Version
 598   0          0          0      29944          0          0 IPC ISSU Version
 599   0          0          0      29944          0          0 IPC ISSU Version
 600   0          0          0      29944          0          0 IPC ISSU Version
 601   0          0          0      29944          0          0 IPC ISSU Version
 602   0          0          0      29944          0          0 IPC ISSU Version
 603   0          0          0      29944          0          0 IPC ISSU Version
 604   0          0          0      29944          0          0 IPC ISSU Version
 605   0          0          0      29944          0          0 IPC ISSU Version
 606   0          0          0      29944          0          0 IPC ISSU Version
 607   0          0          0      29944          0          0 IPC ISSU Version
 608   0          0          0      29944          0          0 IPC ISSU Version
 609   0          0          0      29944          0          0 IPC ISSU Version
 610   0          0          0      29944          0          0 IPC ISSU Version
 611   0          0          0      29944          0          0 IPC ISSU Version
 612   0          0          0      29944          0          0 IPC ISSU Version
 613   0          0          0      29944          0          0 IPC ISSU Version
 614   0          0          0      29944          0          0 IPC ISSU Version
 615   0          0          0      29944          0          0 IPC ISSU Version
 616   0          0          0      29944          0          0 IPC ISSU Version
 617   0          0          0      29944          0          0 IPC ISSU Version
 618   0          0          0      29944          0          0 IPC ISSU Version
 619   0          0          0      29944          0          0 IPC ISSU Version
 620   0          0          0      29944          0          0 IPC ISSU Version
 621   0       8576          0      38520          0          0 IPC ISSU Version
 622   0          0          0      29944          0          0 IPC ISSU Version
 623   0          0          0      29944          0          0 IPC ISSU Version
 624   0          0          0      29944          0          0 IPC ISSU Version
 625   0          0          0      29944          0          0 IPC ISSU Version
 626   0          0          0      29944          0          0 IPC ISSU Version
 627   0          0          0      29944          0          0 IPC ISSU Version
 628   0          0          0      29944          0          0 IPC ISSU Version
 629   0          0          0      29944          0          0 IPC ISSU Version
 630   0          0          0      29944          0          0 IPC ISSU Version
 631   0          0          0      29944          0          0 IPC ISSU Version
 632   0          0          0      29944          0          0 IPC ISSU Version
 633   0          0          0      29944          0          0 IPC ISSU Version
 634   0          0          0      29944          0          0 IPC ISSU Version
 635   0          0          0      29944          0          0 IPC ISSU Version
 636   0          0          0      29944          0          0 IPC ISSU Version
 637   0          0          0      29944          0          0 IPC ISSU Version
 638   0          0          0      29944          0          0 IPC ISSU Version
 639   0          0          0      29944          0          0 IPC ISSU Version
 640   0          0          0      29944          0          0 IPC ISSU Version
 641   0          0          0      29944          0          0 IPC ISSU Version
 642   0          0          0      29944          0          0 IPC ISSU Version
 643   0          0          0      29944          0          0 IPC ISSU Version
 644   0          0          0      29944          0          0 IPC ISSU Version
 645   0          0          0      29944          0          0 IPC ISSU Version
 646   0          0          0      29944          0          0 IPC ISSU Version
 647   0          0          0      29944          0          0 IPC ISSU Version
 648   0          0          0      29944          0          0 IPC ISSU Version
 649   0          0          0      29944          0          0 IPC ISSU Version
 650   0          0          0      29944          0          0 CWAN OIR IPC Rea
 651   0  794249664  794249520      54088          0          0 mdns Timer Proce
 652   0   34427736      51720   34752016          0          0 SBC main process
 653   0     167616        448     221112          0          0 MRIB Process
 654   0       9128        528      38544          0          0 EEM Helper Threa
 655   0        736          0      54680          0          0 ONEP Dispatch po
 656   0          0          0      41944          0          0 BGP Scheduler
 657   0          0          0      29944          0          0 SBC Msg Ack Time
 658   0          0          0      29944          0          0 TCP Listener
 659   0       4048        448      57544          0          0 OTV Event Dispat
 660   0        736          0      54680          0          0 ONEP Dispatch po
 661   0      65632          0     107576      17214      17214 BGP I/O
 662   0          0          0      29944          0          0 OMP
 663   0        736          0      54680          0          0 ONEP Dispatch po
 664   0        736          0      54680          0          0 ONEP Dispatch po
 665   0        736          0      54680          0          0 ONEP Dispatch po
 666   0        736          0      54680          0          0 ONEP Dispatch po
 667   0        736          0      54680          0          0 ONEP Dispatch po
 668   0        736          0      54680          0          0 ONEP Dispatch po
 669   0       3904          0      57848          0          0 ONEP Dispatch XD
 670   0     205408       1424     215656          3          3 ONEP Network Ele
 671   0          0          0      29944          0          0 NAT-ROUTE
 672   0          0          0      30056          0          0 Inter Chassis Pr
 673   0          0          0      41944          0          0 BGP Scanner
 674   0          0          0      41944          0          0 BGP Consistency
 675   0          0          0      41944          0          0 BGP Event
 676   0          0          0      29944          0          0 BGP VA
                                258301952 Total
